gpa,english_proficiency,extracurriculars,applied_university_id,applied_major_category,admission_decision
4.0,1,4,29,បុរាណវិទ្យា,1
2.54,6,3,42,វិទ្យាសាស្ត្រ,1
3.45,7,2,5,ភាសា,1
2.56,10,4,8,វិស្វកម្ម,0
3.49,5,0,22,សារព័ត៌មាន,1
4.0,6,3,21,សុខភាព,1
3.28,7,0,31,សេដ្ឋកិច្ច,1
2.72,2,1,45,បច្ចេកវិទ្យា,1
2.71,5,2,43,ភាសា,0
2.57,10,4,31,សេដ្ឋកិច្ច,1
2.92,7,1,21,កសិកម្ម,1
3.03,1,1,44,សេដ្ឋកិច្ច,0
2.96,2,5,47,បច្ចេកវិទ្យា,1
2.96,10,1,22,អប់រំ,1
3.57,2,0,12,ទំនាក់ទំនងអន្តរជាតិ,1
3.39,9,0,48,ស្ថាបត្យកម្ម,1
3.0,3,4,48,អប់រំ,0
3.15,6,5,12,ជលផល,1
3.21,7,2,37,ធុរកិច្ច,1
3.35,3,3,25,ទេសចរណ៍,1
2.77,7,2,27,បុរាណវិទ្យា,1
4.0,5,4,29,អប់រំ,1
2.94,1,3,30,សេដ្ឋកិច្ច,1
2.53,7,5,40,ព្រៃឈើ,1
2.97,10,3,10,សិល្បៈ,1
3.05,1,2,5,សារព័ត៌មាន,0
2.79,7,5,21,បច្ចេកវិទ្យា,1
3.56,8,4,11,សុខភាព,1
3.83,4,1,8,សេដ្ឋកិច្ច,1
3.54,5,0,16,ទេសចរណ៍,1
3.65,3,5,42,ធុរកិច្ច,1
3.69,1,4,9,អប់រំ,1
3.26,3,4,41,វេជ្ជសាស្ត្រ,1
2.99,6,3,28,បរិស្ថាន,0
3.08,9,4,33,ស្ថាបត្យកម្ម,1
3.3,5,3,35,បរិស្ថាន,1
2.86,7,3,32,ភាសា,1
2.71,1,4,14,ព្រៃឈើ,1
3.34,1,1,31,សិល្បៈ,1
4.0,2,2,47,បរិស្ថាន,1
3.1,10,0,32,សុខភាព,1
3.02,6,1,48,វេជ្ជសាស្ត្រ,1
3.37,5,2,27,រដ្ឋបាល,1
3.34,9,1,16,បច្ចេកវិទ្យា,0
2.97,1,3,29,ច្បាប់,1
3.85,2,1,44,ទំនាក់ទំនងអន្តរជាតិ,1
3.11,3,3,43,វិស្វកម្ម,1
3.8,9,3,38,ទំនាក់ទំនងអន្តរជាតិ,1
3.12,1,2,48,បុរាណវិទ្យា,1
3.53,1,4,41,ទំនាក់ទំនងអន្តរជាតិ,1
3.66,8,1,13,សេដ្ឋកិច្ច,1
3.67,2,1,24,បុរាណវិទ្យា,1
3.2,4,2,1,សារព័ត៌មាន,1
3.8,4,3,18,ទេសចរណ៍,1
3.77,7,1,13,បុរាណវិទ្យា,1
3.04,7,2,1,អប់រំ,1
3.61,7,5,48,ជលផល,1
4.0,5,5,43,បរិស្ថាន,1
2.61,2,5,8,អប់រំ,1
3.28,6,4,44,សារព័ត៌មាន,1
3.48,4,5,35,បុរាណវិទ្យា,1
3.74,2,4,35,វិទ្យាសាស្ត្រ,1
2.75,2,1,14,សិល្បៈ,1
3.22,5,4,22,បរិស្ថាន,1
3.44,1,0,4,សេដ្ឋកិច្ច,1
3.63,4,3,39,វិទ្យាសាស្ត្រ,1
3.41,9,1,30,សុខភាព,1
2.78,4,4,13,សុខភាព,1
3.72,1,3,22,វិទ្យាសាស្ត្រ,1
3.0,5,4,22,កសិកម្ម,1
3.46,6,2,4,វិទ្យាសាស្ត្រ,1
3.22,3,0,26,ស្ថាបត្យកម្ម,0
3.71,10,3,28,អប់រំ,1
3.15,6,1,1,ភាសា,1
3.1,1,3,20,ធុរកិច្ច,1
3.26,10,5,18,វេជ្ជសាស្ត្រ,1
3.77,3,0,10,កសិកម្ម,1
3.52,6,4,28,ទំនាក់ទំនងអន្តរជាតិ,0
3.06,1,3,12,បុរាណវិទ្យា,1
3.57,5,5,12,ច្បាប់,1
2.57,4,1,46,វិស្វកម្ម,1
2.91,3,3,14,ទេសចរណ៍,1
3.3,8,2,15,វិស្វកម្ម,1
3.22,8,2,21,ជលផល,1
3.63,5,1,2,ព្រៃឈើ,1
3.46,5,5,37,រដ្ឋបាល,1
3.26,1,1,42,សារព័ត៌មាន,1
3.01,1,5,31,រដ្ឋបាល,1
3.61,2,2,34,ភាសា,1
3.44,5,2,29,វិស្វកម្ម,1
3.73,9,3,17,វិស្វកម្ម,1
3.56,8,2,34,ច្បាប់,1
3.6,1,0,15,សិល្បៈ,1
3.37,3,3,3,រដ្ឋបាល,1
2.52,10,1,24,វេជ្ជសាស្ត្រ,1
3.77,7,3,39,ច្បាប់,1
2.3,2,1,1,ច្បាប់,1
3.81,4,3,10,វេជ្ជសាស្ត្រ,1
2.81,2,0,29,ជលផល,1
2.89,7,1,11,បុរាណវិទ្យា,1
2.29,6,1,9,ធុរកិច្ច,0
2.6,5,5,33,ច្បាប់,1
3.61,8,3,2,បុរាណវិទ្យា,1
3.41,9,2,33,ទេសចរណ៍,1
2.86,7,3,16,វេជ្ជសាស្ត្រ,1
3.11,7,4,40,ស្ថាបត្យកម្ម,1
2.45,8,5,37,កសិកម្ម,1
3.41,5,2,20,បុរាណវិទ្យា,1
2.17,4,5,26,ធុរកិច្ច,1
3.2,10,4,43,សិល្បៈ,1
2.96,2,5,16,សុខភាព,1
3.19,7,3,45,បុរាណវិទ្យា,1
3.48,9,4,48,វិទ្យាសាស្ត្រ,1
3.9,1,1,42,សុខភាព,1
3.54,8,5,4,ជលផល,1
2.38,5,1,14,កសិកម្ម,1
3.19,3,4,29,ទំនាក់ទំនងអន្តរជាតិ,1
2.92,10,0,28,ទំនាក់ទំនងអន្តរជាតិ,0
3.25,7,0,33,កសិកម្ម,1
3.11,5,0,17,ស្ថាបត្យកម្ម,1
3.44,3,4,7,ច្បាប់,1
3.81,9,3,10,វិទ្យាសាស្ត្រ,1
2.86,3,5,34,សិល្បៈ,1
2.88,7,4,20,សេដ្ឋកិច្ច,0
3.7,9,4,22,ព្រៃឈើ,1
2.97,5,1,44,ព្រៃឈើ,1
4.0,9,1,4,បរិស្ថាន,1
3.4,6,2,8,បរិស្ថាន,1
3.22,9,4,37,សិល្បៈ,1
3.65,6,3,47,ទំនាក់ទំនងអន្តរជាតិ,1
3.29,1,1,45,ជលផល,1
3.43,3,1,30,វេជ្ជសាស្ត្រ,1
2.78,10,5,43,សុខភាព,1
3.26,3,5,2,ធុរកិច្ច,1
3.19,7,1,38,សេដ្ឋកិច្ច,0
2.69,8,4,13,សេដ្ឋកិច្ច,0
3.73,6,3,30,ជលផល,1
3.35,1,2,20,កសិកម្ម,1
3.23,7,0,13,សេដ្ឋកិច្ច,0
3.32,8,0,2,រដ្ឋបាល,1
2.69,1,5,18,ទំនាក់ទំនងអន្តរជាតិ,1
2.28,4,5,13,ស្ថាបត្យកម្ម,1
3.14,2,4,44,ច្បាប់,1
3.28,10,0,39,បច្ចេកវិទ្យា,1
3.25,2,0,24,បរិស្ថាន,1
2.75,10,2,48,សេដ្ឋកិច្ច,1
3.68,4,3,47,វិទ្យាសាស្ត្រ,1
3.22,7,0,17,កសិកម្ម,1
3.22,7,3,8,វេជ្ជសាស្ត្រ,1
3.45,3,4,23,វេជ្ជសាស្ត្រ,1
3.07,9,4,40,ជលផល,1
2.73,2,0,14,វិទ្យាសាស្ត្រ,1
2.94,2,0,4,ធុរកិច្ច,0
2.65,9,5,33,សេដ្ឋកិច្ច,0
3.8,2,0,27,ព្រៃឈើ,1
2.75,1,4,17,បច្ចេកវិទ្យា,1
2.67,9,5,48,បុរាណវិទ្យា,1
2.88,5,4,20,វេជ្ជសាស្ត្រ,1
3.12,9,0,24,ស្ថាបត្យកម្ម,0
3.78,6,1,31,ភាសា,1
3.42,10,5,21,កសិកម្ម,1
3.11,4,2,6,រដ្ឋបាល,1
3.8,10,0,11,ទំនាក់ទំនងអន្តរជាតិ,1
3.13,10,2,15,រដ្ឋបាល,1
3.31,2,0,30,ច្បាប់,1
3.04,5,3,20,រដ្ឋបាល,1
3.51,8,3,10,ស្ថាបត្យកម្ម,1
2.85,5,0,22,រដ្ឋបាល,1
2.11,2,2,7,កសិកម្ម,1
4.0,7,2,31,ទេសចរណ៍,1
3.33,9,2,10,ព្រៃឈើ,1
3.12,5,1,30,អប់រំ,1
3.29,8,4,30,បុរាណវិទ្យា,1
3.18,7,3,38,សិល្បៈ,1
3.29,4,4,9,ព្រៃឈើ,1
2.83,2,1,17,បច្ចេកវិទ្យា,1
3.08,1,5,1,សុខភាព,1
3.36,9,0,48,កសិកម្ម,1
3.33,8,5,7,សុខភាព,1
3.38,7,0,9,ស្ថាបត្យកម្ម,1
4.0,1,0,44,បច្ចេកវិទ្យា,1
3.04,6,2,45,ស្ថាបត្យកម្ម,1
3.08,10,2,12,បុរាណវិទ្យា,1
3.36,7,1,30,សារព័ត៌មាន,1
3.45,7,0,40,បច្ចេកវិទ្យា,1
2.8,3,3,47,កសិកម្ម,1
2.67,5,3,11,សិល្បៈ,1
3.58,5,4,10,ទេសចរណ៍,1
3.28,8,2,46,បច្ចេកវិទ្យា,0
2.99,3,5,9,អប់រំ,1
2.53,10,4,21,ជលផល,1
2.93,6,3,2,បរិស្ថាន,1
2.65,7,4,4,ជលផល,1
2.51,7,3,19,វេជ្ជសាស្ត្រ,1
2.8,4,2,44,កសិកម្ម,1
3.28,2,5,47,សេដ្ឋកិច្ច,1
2.96,1,1,6,រដ្ឋបាល,1
3.0,10,4,10,សុខភាព,1
2.99,2,2,12,ជលផល,1
2.89,6,2,8,វេជ្ជសាស្ត្រ,1
3.83,3,2,4,ធុរកិច្ច,1
3.48,8,4,2,ភាសា,1
2.49,5,5,48,រដ្ឋបាល,1
3.38,9,4,21,ស្ថាបត្យកម្ម,1
3.12,8,3,41,ជលផល,1
3.15,5,3,29,ជលផល,1
2.81,4,4,37,ទេសចរណ៍,1
3.38,10,3,20,សិល្បៈ,1
2.85,1,0,41,រដ្ឋបាល,1
3.54,5,1,12,អប់រំ,1
3.81,6,5,36,សារព័ត៌មាន,0
3.05,8,3,15,បច្ចេកវិទ្យា,1
2.58,1,0,22,សិល្បៈ,0
3.31,5,2,1,អប់រំ,1
2.77,6,2,15,ជលផល,1
3.4,8,1,4,សិល្បៈ,1
3.27,5,5,39,បរិស្ថាន,1
2.72,6,4,41,ទេសចរណ៍,1
3.67,4,0,25,សារព័ត៌មាន,1
3.09,1,4,34,បរិស្ថាន,1
3.26,9,2,47,ជលផល,1
3.36,4,0,35,សេដ្ឋកិច្ច,1
4.0,10,0,39,សារព័ត៌មាន,1
4.0,4,3,29,ទេសចរណ៍,1
3.42,10,5,47,វិស្វកម្ម,1
3.12,3,0,35,រដ្ឋបាល,1
3.86,3,3,10,វិទ្យាសាស្ត្រ,1
3.49,5,5,5,វិស្វកម្ម,1
3.68,8,1,23,រដ្ឋបាល,1
3.59,5,1,16,វិទ្យាសាស្ត្រ,1
3.21,10,1,44,រដ្ឋបាល,0
2.9,3,0,10,ភាសា,0
3.73,2,3,6,ច្បាប់,1
2.32,5,3,25,ទេសចរណ៍,0
3.24,8,4,24,វិស្វកម្ម,1
2.8,5,1,46,វេជ្ជសាស្ត្រ,1
3.58,6,4,27,សារព័ត៌មាន,1
3.34,4,1,28,ធុរកិច្ច,0
3.39,10,2,16,ជលផល,1
3.29,1,2,39,ធុរកិច្ច,0
2.8,4,3,26,ច្បាប់,0
3.48,1,4,8,សេដ្ឋកិច្ច,1
3.55,10,5,25,សុខភាព,1
3.31,10,2,44,សារព័ត៌មាន,1
3.31,5,0,29,វិស្វកម្ម,1
2.48,3,3,26,សារព័ត៌មាន,1
2.85,4,1,17,បុរាណវិទ្យា,1
3.09,1,4,23,ភាសា,1
3.43,4,0,18,ជលផល,1
3.32,10,1,4,សិល្បៈ,1
3.5,5,2,10,សេដ្ឋកិច្ច,1
2.98,5,1,41,វិស្វកម្ម,1
3.41,2,3,3,បុរាណវិទ្យា,1
3.2,5,3,24,បុរាណវិទ្យា,1
3.16,4,1,2,បរិស្ថាន,0
4.0,7,1,5,សេដ្ឋកិច្ច,1
2.61,5,2,23,ស្ថាបត្យកម្ម,1
3.38,2,3,40,បច្ចេកវិទ្យា,1
3.33,10,0,20,ភាសា,1
3.45,2,5,44,សិល្បៈ,1
3.9,5,5,21,ទំនាក់ទំនងអន្តរជាតិ,1
3.77,4,5,18,សេដ្ឋកិច្ច,1
3.49,5,5,29,រដ្ឋបាល,1
3.58,2,1,32,រដ្ឋបាល,1
4.0,6,3,18,ច្បាប់,1
3.06,7,4,38,ធុរកិច្ច,1
3.04,1,3,47,បរិស្ថាន,1
3.03,8,1,2,វេជ្ជសាស្ត្រ,0
3.48,2,2,23,បច្ចេកវិទ្យា,1
2.98,6,5,38,ច្បាប់,1
2.73,7,0,1,វិទ្យាសាស្ត្រ,0
3.84,8,1,17,បច្ចេកវិទ្យា,1
3.47,8,3,27,ភាសា,1
3.54,8,2,44,សារព័ត៌មាន,1
4.0,10,3,15,ព្រៃឈើ,1
3.33,4,0,43,បច្ចេកវិទ្យា,1
3.94,8,5,48,ច្បាប់,1
2.34,6,0,46,បុរាណវិទ្យា,1
3.58,7,0,37,វិទ្យាសាស្ត្រ,1
2.98,6,4,18,បរិស្ថាន,1
2.9,2,0,35,សេដ្ឋកិច្ច,0
2.9,9,0,17,សេដ្ឋកិច្ច,1
3.66,3,5,20,រដ្ឋបាល,1
3.02,4,3,7,កសិកម្ម,1
2.99,5,0,35,អប់រំ,1
3.69,2,1,36,ធុរកិច្ច,0
2.84,8,2,13,សិល្បៈ,0
3.29,1,5,3,វិស្វកម្ម,1
3.03,9,0,45,រដ្ឋបាល,0
2.71,3,5,43,កសិកម្ម,1
4.0,6,1,11,ទំនាក់ទំនងអន្តរជាតិ,1
2.99,5,0,20,បរិស្ថាន,1
3.31,1,4,8,បុរាណវិទ្យា,1
3.63,1,4,3,ស្ថាបត្យកម្ម,1
3.36,6,5,1,បុរាណវិទ្យា,1
3.59,8,3,13,សេដ្ឋកិច្ច,1
3.56,3,2,18,ធុរកិច្ច,1
3.57,5,5,23,ធុរកិច្ច,1
3.68,5,3,29,ជលផល,1
3.28,5,2,4,បរិស្ថាន,1
3.11,9,4,11,ធុរកិច្ច,1
2.49,9,3,23,សារព័ត៌មាន,0
3.84,5,2,37,សារព័ត៌មាន,1
2.81,9,5,3,សារព័ត៌មាន,1
2.74,9,3,8,វេជ្ជសាស្ត្រ,1
3.15,4,1,17,ទំនាក់ទំនងអន្តរជាតិ,1
2.97,4,2,8,សុខភាព,0
2.99,6,1,24,វិស្វកម្ម,1
3.65,9,3,4,បរិស្ថាន,1
3.82,3,0,48,សារព័ត៌មាន,1
2.79,6,5,35,អប់រំ,1
3.14,5,5,31,អប់រំ,1
3.13,10,0,17,ទំនាក់ទំនងអន្តរជាតិ,0
3.51,4,3,35,ព្រៃឈើ,1
2.87,1,5,38,ទំនាក់ទំនងអន្តរជាតិ,1
3.61,9,3,41,ភាសា,1
3.56,7,2,45,រដ្ឋបាល,1
3.82,1,5,39,ភាសា,1
3.69,8,5,20,បច្ចេកវិទ្យា,1
3.82,5,5,45,បរិស្ថាន,1
3.76,5,1,31,វិទ្យាសាស្ត្រ,1
3.08,2,2,21,ជលផល,1
3.79,2,2,15,សិល្បៈ,1
3.06,8,4,36,វិស្វកម្ម,1
2.77,1,5,24,បច្ចេកវិទ្យា,1
3.86,4,4,35,ជលផល,1
3.61,1,2,44,ច្បាប់,1
3.58,8,3,41,សិល្បៈ,1
2.87,6,2,35,ស្ថាបត្យកម្ម,1
2.68,7,3,44,សិល្បៈ,1
2.54,3,5,48,រដ្ឋបាល,1
3.01,10,5,26,វេជ្ជសាស្ត្រ,1
2.75,4,5,31,បច្ចេកវិទ្យា,1
3.25,8,5,29,ធុរកិច្ច,1
2.8,10,5,22,បរិស្ថាន,1
2.42,8,4,18,សារព័ត៌មាន,1
3.3,2,0,44,កសិកម្ម,1
2.84,9,1,35,អប់រំ,1
3.12,8,5,23,ព្រៃឈើ,1
2.8,7,2,4,ធុរកិច្ច,0
3.46,3,1,23,សុខភាព,1
2.92,5,1,14,ទំនាក់ទំនងអន្តរជាតិ,1
3.53,7,3,26,រដ្ឋបាល,1
3.56,5,1,44,ភាសា,1
3.78,3,3,31,កសិកម្ម,1
3.02,3,3,14,វិស្វកម្ម,1
3.24,8,2,26,បច្ចេកវិទ្យា,1
3.11,6,0,45,ច្បាប់,1
3.75,10,1,23,បច្ចេកវិទ្យា,1
2.53,9,3,5,ទំនាក់ទំនងអន្តរជាតិ,1
3.46,4,1,44,ភាសា,1
2.86,10,5,35,ច្បាប់,1
3.42,9,1,32,ទេសចរណ៍,1
3.43,4,2,41,វិស្វកម្ម,1
2.79,7,2,11,កសិកម្ម,1
3.6,8,3,24,សុខភាព,1
3.98,9,3,10,អប់រំ,1
3.25,8,5,11,បច្ចេកវិទ្យា,1
3.9,8,1,43,បច្ចេកវិទ្យា,1
2.88,5,5,41,ព្រៃឈើ,1
3.61,10,4,25,វិស្វកម្ម,1
3.12,2,5,25,ធុរកិច្ច,1
2.88,2,0,43,សុខភាព,1
2.98,8,1,46,បុរាណវិទ្យា,1
3.46,10,1,28,បរិស្ថាន,1
3.1,2,4,23,ទំនាក់ទំនងអន្តរជាតិ,1
3.63,10,3,48,បច្ចេកវិទ្យា,1
3.81,2,5,31,ស្ថាបត្យកម្ម,1
3.51,10,3,12,សុខភាព,1
3.44,6,2,29,វិស្វកម្ម,1
3.95,8,5,14,ទេសចរណ៍,1
3.38,4,0,22,សេដ្ឋកិច្ច,1
3.68,8,5,19,ទេសចរណ៍,1
3.45,1,5,1,បុរាណវិទ្យា,1
3.66,10,0,27,សារព័ត៌មាន,0
3.11,10,2,43,បរិស្ថាន,0
3.35,3,3,45,វិស្វកម្ម,1
3.1,6,0,16,សេដ្ឋកិច្ច,1
3.94,1,3,1,ទំនាក់ទំនងអន្តរជាតិ,1
3.17,1,3,21,បរិស្ថាន,1
2.65,8,3,8,ទេសចរណ៍,0
2.69,6,5,36,វិស្វកម្ម,0
2.74,7,2,4,ច្បាប់,1
3.05,7,5,26,ព្រៃឈើ,1
2.91,7,2,13,បច្ចេកវិទ្យា,1
3.2,7,2,27,ធុរកិច្ច,1
3.97,3,2,35,សិល្បៈ,1
3.27,4,3,47,សិល្បៈ,1
3.0,1,1,48,សារព័ត៌មាន,1
2.84,7,5,43,ជលផល,1
3.51,4,1,48,ស្ថាបត្យកម្ម,1
3.32,3,2,41,ច្បាប់,1
4.0,3,3,29,សារព័ត៌មាន,1
2.51,5,4,16,ធុរកិច្ច,0
2.56,2,0,5,បច្ចេកវិទ្យា,0
2.62,9,3,12,ស្ថាបត្យកម្ម,1
3.37,4,0,31,ទេសចរណ៍,0
2.63,2,5,6,បច្ចេកវិទ្យា,1
3.27,6,3,27,ទេសចរណ៍,1
3.95,1,1,47,វិទ្យាសាស្ត្រ,1
3.82,1,3,22,សារព័ត៌មាន,1
3.98,7,1,39,ច្បាប់,1
2.92,7,5,1,បុរាណវិទ្យា,1
2.25,4,5,23,ទេសចរណ៍,1
3.33,1,5,24,សុខភាព,1
2.99,8,0,21,សេដ្ឋកិច្ច,1
3.94,1,1,35,ច្បាប់,1
2.5,4,0,48,ច្បាប់,1
3.2,7,0,26,បរិស្ថាន,1
2.79,4,3,15,វិស្វកម្ម,1
3.62,1,1,13,សេដ្ឋកិច្ច,1
2.97,4,1,22,បុរាណវិទ្យា,1
2.98,7,0,44,ស្ថាបត្យកម្ម,1
3.11,6,4,23,សុខភាព,1
3.76,9,1,7,ជលផល,1
2.92,6,2,12,ច្បាប់,0
2.91,5,0,12,សុខភាព,0
2.92,7,2,17,ព្រៃឈើ,1
3.16,7,3,27,សិល្បៈ,1
3.99,8,0,17,ជលផល,1
3.77,5,0,21,បច្ចេកវិទ្យា,1
3.18,8,2,27,រដ្ឋបាល,1
2.96,2,4,41,សុខភាព,1
2.76,7,2,12,សិល្បៈ,1
2.91,4,2,9,ជលផល,1
3.47,9,0,32,អប់រំ,1
3.33,7,2,26,ទេសចរណ៍,1
3.0,3,1,34,កសិកម្ម,0
3.09,7,4,20,ច្បាប់,1
3.46,7,5,32,អប់រំ,1
3.84,8,4,20,បុរាណវិទ្យា,1
3.18,2,2,15,បច្ចេកវិទ្យា,1
3.14,4,0,10,បច្ចេកវិទ្យា,0
3.7,7,5,46,វេជ្ជសាស្ត្រ,1
2.81,6,1,21,សុខភាព,0
2.8,8,2,18,ភាសា,0
2.87,1,5,6,ស្ថាបត្យកម្ម,1
3.41,10,1,28,ភាសា,1
3.21,9,1,30,វិទ្យាសាស្ត្រ,1
3.27,5,5,44,ជលផល,1
2.45,9,1,38,ព្រៃឈើ,1
3.61,2,5,23,វិស្វកម្ម,1
2.75,7,5,23,បុរាណវិទ្យា,1
3.32,10,2,22,ទំនាក់ទំនងអន្តរជាតិ,1
3.52,3,4,15,សិល្បៈ,1
3.57,2,5,21,បុរាណវិទ្យា,1
4.0,5,0,29,កសិកម្ម,1
2.92,9,0,23,សារព័ត៌មាន,1
3.51,2,0,47,រដ្ឋបាល,1
3.27,3,0,17,វិស្វកម្ម,1
3.1,5,2,43,សេដ្ឋកិច្ច,1
3.18,7,4,44,ស្ថាបត្យកម្ម,1
2.8,5,3,8,ភាសា,1
3.37,2,3,10,វិទ្យាសាស្ត្រ,1
3.65,4,0,22,វិទ្យាសាស្ត្រ,1
2.8,6,0,39,សុខភាព,1
3.29,7,0,43,ច្បាប់,1
2.71,1,4,9,ជលផល,1
3.19,10,4,15,ទំនាក់ទំនងអន្តរជាតិ,1
2.8,6,0,34,ធុរកិច្ច,1
2.68,2,0,28,បរិស្ថាន,0
3.59,3,4,46,អប់រំ,1
2.91,2,2,32,វេជ្ជសាស្ត្រ,1
2.57,5,5,41,វេជ្ជសាស្ត្រ,1
4.0,10,4,31,ធុរកិច្ច,1
2.58,6,1,21,ធុរកិច្ច,1
3.47,6,0,45,បច្ចេកវិទ្យា,1
3.57,8,4,3,បច្ចេកវិទ្យា,1
4.0,10,3,1,ទំនាក់ទំនងអន្តរជាតិ,1
3.57,9,0,20,សារព័ត៌មាន,1
2.67,6,3,13,ធុរកិច្ច,1
3.16,2,3,35,វិទ្យាសាស្ត្រ,1
2.98,6,3,23,ទំនាក់ទំនងអន្តរជាតិ,1
2.88,9,5,22,ស្ថាបត្យកម្ម,1
3.25,1,2,4,វេជ្ជសាស្ត្រ,1
2.92,4,5,8,បច្ចេកវិទ្យា,1
2.57,10,4,25,ស្ថាបត្យកម្ម,1
4.0,3,2,27,សារព័ត៌មាន,1
3.42,10,3,48,សិល្បៈ,1
3.2,10,5,26,ទំនាក់ទំនងអន្តរជាតិ,1
3.44,10,1,25,វេជ្ជសាស្ត្រ,1
3.43,5,5,19,ព្រៃឈើ,1
4.0,3,4,47,កសិកម្ម,1
3.57,8,4,48,វេជ្ជសាស្ត្រ,1
3.18,4,5,36,ជលផល,0
3.47,8,5,22,ស្ថាបត្យកម្ម,1
3.42,9,5,47,បច្ចេកវិទ្យា,1
3.85,9,0,44,ជលផល,1
3.08,2,4,33,សិល្បៈ,1
3.0,10,5,48,វិស្វកម្ម,1
3.34,6,5,37,ទំនាក់ទំនងអន្តរជាតិ,1
2.04,3,3,30,វេជ្ជសាស្ត្រ,0
2.76,9,5,42,ព្រៃឈើ,1
3.68,9,2,41,ស្ថាបត្យកម្ម,1
3.48,3,5,13,ព្រៃឈើ,1
3.14,10,3,40,អប់រំ,1
3.03,8,1,2,បច្ចេកវិទ្យា,0
3.18,6,2,44,សេដ្ឋកិច្ច,1
2.98,2,4,18,ទំនាក់ទំនងអន្តរជាតិ,1
3.05,2,5,41,វេជ្ជសាស្ត្រ,1
3.62,9,3,2,ស្ថាបត្យកម្ម,1
2.13,6,5,40,ទំនាក់ទំនងអន្តរជាតិ,1
2.91,9,3,22,វិទ្យាសាស្ត្រ,1
3.37,2,0,19,វិស្វកម្ម,1
3.12,1,4,25,អប់រំ,1
2.79,3,3,20,អប់រំ,0
3.37,6,1,42,សិល្បៈ,1
3.66,6,5,27,ជលផល,1
3.55,9,0,23,វិស្វកម្ម,1
3.29,5,0,11,ជលផល,1
2.8,8,3,1,ស្ថាបត្យកម្ម,1
3.01,7,4,24,កសិកម្ម,1
3.39,3,1,21,សុខភាព,1
3.53,9,5,15,សុខភាព,0
3.27,6,5,28,បរិស្ថាន,0
3.83,6,5,19,ទំនាក់ទំនងអន្តរជាតិ,1
2.84,8,4,6,វិទ្យាសាស្ត្រ,1
2.98,4,2,15,វិទ្យាសាស្ត្រ,1
3.43,9,2,48,សិល្បៈ,1
3.27,3,4,10,ទំនាក់ទំនងអន្តរជាតិ,1
3.16,8,2,42,ព្រៃឈើ,1
3.89,5,4,23,វេជ្ជសាស្ត្រ,1
3.6,4,0,14,សិល្បៈ,1
3.44,3,3,46,បច្ចេកវិទ្យា,1
3.71,1,3,9,ទំនាក់ទំនងអន្តរជាតិ,1
3.18,6,4,17,សុខភាព,1
3.03,2,5,36,រដ្ឋបាល,0
3.23,3,2,26,វេជ្ជសាស្ត្រ,1
3.09,2,5,10,សារព័ត៌មាន,1
3.56,1,0,18,សារព័ត៌មាន,1
3.47,7,5,41,បច្ចេកវិទ្យា,1
2.88,5,1,20,សារព័ត៌មាន,0
3.14,4,4,15,សិល្បៈ,1
3.27,3,4,23,ស្ថាបត្យកម្ម,1
3.51,6,4,42,វិទ្យាសាស្ត្រ,1
2.75,9,0,46,ទេសចរណ៍,1
2.69,10,4,1,វិទ្យាសាស្ត្រ,1
3.03,3,3,28,វិស្វកម្ម,0
3.63,4,5,48,វិទ្យាសាស្ត្រ,1
3.59,2,0,30,ភាសា,1
2.84,5,1,3,អប់រំ,1
3.96,7,4,14,ច្បាប់,1
3.51,6,0,30,វិទ្យាសាស្ត្រ,1
3.17,3,1,2,ទំនាក់ទំនងអន្តរជាតិ,1
3.39,3,2,18,បច្ចេកវិទ្យា,1
3.02,10,4,3,បុរាណវិទ្យា,1
3.19,10,3,41,បច្ចេកវិទ្យា,1
2.99,9,0,3,អប់រំ,1
3.78,5,4,29,ភាសា,1
2.72,6,3,1,វេជ្ជសាស្ត្រ,1
3.12,10,0,15,បច្ចេកវិទ្យា,1
3.07,1,0,46,ទំនាក់ទំនងអន្តរជាតិ,1
3.44,6,5,1,បរិស្ថាន,1
3.51,7,3,18,វេជ្ជសាស្ត្រ,1
3.57,10,4,17,បរិស្ថាន,1
2.73,8,0,5,បរិស្ថាន,0
3.3,4,3,40,ធុរកិច្ច,1
2.79,8,0,30,សេដ្ឋកិច្ច,1
3.76,1,5,20,បច្ចេកវិទ្យា,1
3.28,9,4,6,សិល្បៈ,1
3.79,2,4,7,សុខភាព,1
2.78,8,2,8,ជលផល,1
3.57,9,5,46,ព្រៃឈើ,1
2.95,4,2,24,ច្បាប់,1
2.97,6,2,34,សេដ្ឋកិច្ច,0
3.08,8,2,11,ច្បាប់,1
3.63,6,5,25,អប់រំ,1
3.26,4,3,18,សារព័ត៌មាន,1
3.42,7,4,18,ជលផល,1
2.89,7,0,46,ស្ថាបត្យកម្ម,1
2.29,4,2,39,ជលផល,1
3.1,4,3,33,ទំនាក់ទំនងអន្តរជាតិ,1
2.57,7,3,35,សិល្បៈ,1
3.25,1,3,33,ភាសា,1
2.6,1,2,37,បច្ចេកវិទ្យា,1
2.83,5,2,24,បច្ចេកវិទ្យា,1
3.5,8,0,33,វិទ្យាសាស្ត្រ,1
2.82,3,1,26,បច្ចេកវិទ្យា,1
3.29,2,5,10,កសិកម្ម,1
3.47,10,5,14,បច្ចេកវិទ្យា,1
3.22,5,0,18,ទេសចរណ៍,1
3.11,9,0,30,វិទ្យាសាស្ត្រ,0
